InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
554485,21310,CAPIZ CHANDELIER,1,5/24/2011 13:22,29.95,18018.0,United Kingdom
561915,22757,LARGE RED BABUSHKA NOTEBOOK ,4,8/1/2011 11:23,1.25,14408.0,United Kingdom
570333,21132,SILVER STANDING GNOME   ,1,10/10/2011 12:19,4.25,18126.0,United Kingdom
547881,48138,DOORMAT UNION FLAG,2,3/27/2011 16:08,7.95,13110.0,United Kingdom
553226,23203,JUMBO BAG DOILEY PATTERNS,10,5/16/2011 10:43,1.95,16912.0,United Kingdom
567429,22381,TOY TIDY PINK POLKADOT,5,9/20/2011 11:39,2.1,17686.0,United Kingdom
580612,23566,EGG CUP MILKMAID HEIDI,1,12/5/2011 11:58,2.46,,United Kingdom
567474,22897,OVEN MITT APPLES DESIGN,2,9/20/2011 12:53,1.45,13448.0,United Kingdom
567917,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,9/22/2011 17:19,2.1,14298.0,United Kingdom
553668,23174,REGENCY SUGAR BOWL GREEN,6,5/18/2011 12:21,4.15,13993.0,United Kingdom
561912,21359,RELAX LARGE WOOD LETTERS,2,8/1/2011 11:08,3.95,13184.0,United Kingdom
541263,22721,SET OF 3 CAKE TINS SKETCHBOOK,6,1/16/2011 16:10,4.95,16843.0,United Kingdom
572306,23203,JUMBO BAG VINTAGE DOILY ,1,10/23/2011 15:11,2.08,17841.0,United Kingdom
552702,21936,RED RETROSPOT PICNIC BAG,1,5/10/2011 16:00,5.79,,United Kingdom
547993,85099F,JUMBO BAG STRAWBERRY,10,3/29/2011 9:59,1.95,,EIRE
568376,22659,LUNCH BOX I LOVE LONDON,64,9/26/2011 17:20,1.65,14031.0,United Kingdom
545054,21179,NO JUNK MAIL METAL SIGN,2,2/27/2011 12:41,1.25,14472.0,United Kingdom
545700,22494,EMERGENCY FIRST AID TIN ,1,3/6/2011 14:57,1.25,17811.0,United Kingdom
580759,23546,WRAP PAISLEY PARK ,25,12/6/2011 10:30,0.42,17593.0,United Kingdom
543907,84763,ZINC FINISH 15CM PLANTER POTS,8,2/14/2011 12:16,1.25,17346.0,United Kingdom
548259,17038,PORCELAIN BUDAH INCENSE HOLDER,60,3/30/2011 11:12,0.1,14099.0,United Kingdom
C556668,22962,JAM JAR WITH PINK LID,-3,6/13/2011 16:26,0.85,15827.0,United Kingdom
548358,22650,CERAMIC PIRATE CHEST MONEY BANK,12,3/30/2011 15:29,1.45,15832.0,United Kingdom
556826,82581,TOILET METAL SIGN,1,6/15/2011 10:25,1.25,,United Kingdom
547670,21166,COOK WITH WINE METAL SIGN ,6,3/24/2011 13:41,2.08,16769.0,United Kingdom
570715,22866,HAND WARMER SCOTTY DOG DESIGN,12,10/12/2011 10:23,2.1,18287.0,United Kingdom
578344,23480,MINI LIGHTS WOODLAND MUSHROOMS,1,11/24/2011 9:21,7.46,,United Kingdom
572336,23320,GIANT 50'S CHRISTMAS CRACKER,12,10/24/2011 10:29,2.89,13523.0,United Kingdom
579751,22666,RECIPE BOX PANTRY YELLOW DESIGN,5,11/30/2011 14:46,5.79,,United Kingdom
546918,20679,EDWARDIAN PARASOL RED,8,3/18/2011 9:19,5.95,15854.0,United Kingdom
572846,21584,RETROSPOT SMALL TUBE MATCHES,6,10/26/2011 12:14,1.65,14550.0,United Kingdom
568222,22993,SET OF 4 PANTRY JELLY MOULDS,12,9/26/2011 10:06,1.25,16603.0,United Kingdom
550152,22190,LOCAL CAFE MUG,1,4/14/2011 14:43,2.1,17362.0,United Kingdom
572212,21915,RED  HARMONICA IN BOX ,240,10/21/2011 12:25,1.06,13918.0,United Kingdom
552229,21743,STAR PORTABLE TABLE LIGHT ,1,5/6/2011 15:40,5.79,,United Kingdom
543975,84406B,CREAM CUPID HEARTS COAT HANGER,4,2/14/2011 15:23,4.15,17231.0,United Kingdom
570342,22348,TEA BAG PLATE RED RETROSPOT,6,10/10/2011 12:26,0.85,17706.0,United Kingdom
547716,84692,BOX OF 24 COCKTAIL PARASOLS,25,3/25/2011 8:52,0.42,16833.0,United Kingdom
563700,85106,,-553,8/18/2011 13:55,0.0,,United Kingdom
537638,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,2,12/7/2010 15:28,2.51,,United Kingdom
554113,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,5/22/2011 14:53,3.75,16700.0,United Kingdom
541878,20713,JUMBO BAG OWLS,1,1/24/2011 10:28,4.13,,United Kingdom
557468,22726,ALARM CLOCK BAKELIKE GREEN,2,6/20/2011 13:14,3.75,16713.0,United Kingdom
556303,21755,LOVE BUILDING BLOCK WORD,3,6/10/2011 10:26,5.95,17064.0,United Kingdom
548308,22840,ROUND CAKE TIN VINTAGE RED,1,3/30/2011 12:00,7.95,17220.0,United Kingdom
548728,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,4/4/2011 9:55,2.55,13198.0,United Kingdom
565916,46000S,POLYESTER FILLER PAD 40x40cm,8,9/7/2011 16:00,1.45,14156.0,EIRE
540473,85187,S/12 MINI RABBIT EASTER,6,1/7/2011 14:31,1.65,17284.0,United Kingdom
578293,22659,LUNCH BOX I LOVE LONDON,12,11/23/2011 14:36,1.95,15640.0,United Kingdom
567170,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,5,9/18/2011 12:40,0.55,13566.0,United Kingdom
571032,85150,LADIES & GENTLEMEN METAL SIGN,1,10/13/2011 12:38,2.55,13827.0,United Kingdom
561217,22667,RECIPE BOX RETROSPOT ,1,7/25/2011 17:09,5.79,,United Kingdom
558814,20723,STRAWBERRY CHARLOTTE BAG,10,7/4/2011 11:47,0.85,14049.0,United Kingdom
573151,22951,60 CAKE CASES DOLLY GIRL DESIGN,3,10/27/2011 20:09,0.55,17602.0,United Kingdom
578998,22730,ALARM CLOCK BAKELIKE IVORY,1,11/27/2011 16:05,3.75,15436.0,United Kingdom
571046,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,10/13/2011 13:35,0.29,18096.0,United Kingdom
575955,22464,HANGING METAL HEART LANTERN,2,11/13/2011 12:05,1.65,14044.0,United Kingdom
577174,22692,DOORMAT WELCOME TO OUR HOME,1,11/18/2011 10:58,8.25,17841.0,United Kingdom
561902,21977,PACK OF 60 PINK PAISLEY CAKE CASES,240,7/31/2011 15:50,0.55,17404.0,Sweden
570660,22427,ENAMEL FLOWER JUG CREAM,48,10/11/2011 14:18,5.45,14866.0,United Kingdom
575477,21810,CHRISTMAS HANGING STAR WITH BELL,7,11/9/2011 16:14,0.83,,United Kingdom
572549,23636,SET 10 CARDS WISHING TREE 17116,1,10/24/2011 17:03,2.91,,United Kingdom
541413,21472,LADYBIRD + BEE RAFFIA FOOD COVER,1,1/17/2011 16:14,3.75,13859.0,United Kingdom
580504,23349,ROLL WRAP VINTAGE CHRISTMAS,1,12/4/2011 13:32,1.25,17936.0,United Kingdom
550542,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,12,4/19/2011 11:37,1.24,,United Kingdom
556433,79321,CHILLI LIGHTS,2,6/10/2011 14:01,12.46,,United Kingdom
578999,23109,PACK OF SIX LED TEA LIGHTS,12,11/27/2011 16:08,2.89,17595.0,United Kingdom
C555885,22978,PANTRY ROLLING PIN,-1,6/7/2011 15:50,3.75,14842.0,United Kingdom
565429,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,1,9/4/2011 12:54,1.25,16434.0,United Kingdom
574692,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,6,11/6/2011 13:28,2.1,16771.0,United Kingdom
554202,84987,SET OF 36 TEATIME PAPER DOILIES,11,5/23/2011 12:14,1.45,13546.0,United Kingdom
555746,20668,DISCO BALL CHRISTMAS DECORATION,6,6/7/2011 10:55,0.12,14606.0,United Kingdom
567883,84879,ASSORTED COLOUR BIRD ORNAMENT,8,9/22/2011 15:03,1.69,12906.0,United Kingdom
553485,22178,VICTORIAN GLASS HANGING T-LIGHT,12,5/17/2011 12:25,1.25,13208.0,United Kingdom
578541,21165,BEWARE OF THE CAT METAL SIGN ,9,11/24/2011 15:01,1.69,14277.0,France
580716,21579,LOLITA  DESIGN  COTTON TOTE BAG,6,12/5/2011 16:48,2.25,12367.0,Denmark
537065,20665,RED RETROSPOT PURSE ,6,12/5/2010 11:57,2.95,12567.0,France
571065,22332,SKULLS PARTY BAG + STICKER SET,8,10/13/2011 14:59,1.65,12613.0,Germany
540468,84581,DOG TOY WITH PINK CROCHET SKIRT,1,1/7/2011 13:55,4.21,,United Kingdom
C560409,20718,RED RETROSPOT SHOPPER BAG,-10,7/18/2011 14:24,1.25,16717.0,United Kingdom
554285,22069,BROWN  PIRATE TREASURE CHEST ,1,5/23/2011 14:15,4.13,,United Kingdom
568325,84997B,CHILDRENS CUTLERY RETROSPOT RED ,2,9/26/2011 13:57,4.15,14667.0,United Kingdom
576677,22898,CHILDRENS APRON APPLES DESIGN,4,11/16/2011 12:03,1.95,16393.0,United Kingdom
569653,22908,PACK OF 20 NAPKINS RED APPLES,24,10/5/2011 12:52,0.85,12451.0,Switzerland
576097,22069,BROWN  PIRATE TREASURE CHEST ,12,11/14/2011 9:21,1.65,14494.0,United Kingdom
556044,23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,4,6/8/2011 12:50,4.95,15764.0,United Kingdom
564256,84991,60 TEATIME FAIRY CAKE CASES,12,8/24/2011 10:45,0.55,14796.0,United Kingdom
570690,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,10/11/2011 16:37,5.79,,United Kingdom
567104,22083,PAPER CHAIN KIT RETROSPOT,6,9/16/2011 13:33,2.95,15975.0,United Kingdom
548162,21424,WOODLAND STORAGE BOX LARGE ,5,3/29/2011 13:42,6.63,,United Kingdom
567164,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,9/18/2011 11:51,1.25,14487.0,United Kingdom
562537,21240,BLUE POLKADOT CUP,8,8/5/2011 15:02,0.85,12517.0,Germany
542611,21034,REX CASH+CARRY JUMBO SHOPPER,2,1/30/2011 14:13,0.95,15415.0,United Kingdom
564061,22193,RED DINER WALL CLOCK,1,8/22/2011 14:38,8.5,14505.0,United Kingdom
572704,20675,BLUE POLKADOT BOWL,5,10/25/2011 14:39,2.46,,United Kingdom
561325,47590B,PINK HAPPY BIRTHDAY BUNTING,2,7/26/2011 13:46,5.45,17596.0,United Kingdom
549571,21174,POTTERING IN THE SHED METAL SIGN,12,4/10/2011 15:25,2.08,15655.0,United Kingdom
581414,21592,RETROSPOT CIGAR BOX MATCHES ,2,12/8/2011 14:39,0.39,14730.0,United Kingdom
572830,23321,SMALL WHITE HEART OF WICKER,6,10/26/2011 11:36,1.65,16208.0,United Kingdom
543826,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2/14/2011 9:41,3.29,,United Kingdom
574024,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,11/2/2011 12:23,2.89,17410.0,United Kingdom
553527,21155,RED RETROSPOT PEG BAG,6,5/17/2011 14:57,2.55,15123.0,United Kingdom
554489,22197,SMALL POPCORN HOLDER,12,5/24/2011 13:46,0.85,17272.0,United Kingdom
540013,22197,SMALL POPCORN HOLDER,19,1/4/2011 11:30,0.85,16255.0,United Kingdom
539745,22469,HEART OF WICKER SMALL,1,12/21/2010 15:21,4.21,,United Kingdom
556071,21745,GAOLERS KEYS DECORATIVE GARDEN ,8,6/8/2011 14:52,3.75,15974.0,United Kingdom
555388,23167,SMALL CERAMIC TOP STORAGE JAR ,12,6/2/2011 15:48,0.83,17719.0,United Kingdom
578290,20932,PINK POT PLANT CANDLE,12,11/23/2011 14:07,2.95,13644.0,United Kingdom
566010,22306,SILVER MUG BONE CHINA TREE OF LIFE,6,9/8/2011 12:05,1.25,13700.0,United Kingdom
565936,22573,STAR WOODEN CHRISTMAS DECORATION,576,9/8/2011 10:49,0.72,15653.0,United Kingdom
553891,22698,PINK REGENCY TEACUP AND SAUCER,6,5/19/2011 16:47,2.95,16839.0,United Kingdom
574734,23203,JUMBO BAG VINTAGE DOILY ,1,11/6/2011 15:20,2.08,15025.0,United Kingdom
555125,22384,LUNCH BAG PINK POLKADOT,10,5/31/2011 15:26,1.65,13481.0,United Kingdom
543973,22162,HEART GARLAND RUSTIC PADDED,2,2/14/2011 15:15,2.95,17571.0,United Kingdom
545079,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,2,2/28/2011 10:30,0.85,18283.0,United Kingdom
581439,22466,FAIRY TALE COTTAGE NIGHT LIGHT,2,12/8/2011 16:30,4.13,,United Kingdom
543810,22457,NATURAL SLATE HEART CHALKBOARD ,2,2/13/2011 14:16,2.95,13171.0,United Kingdom
566571,23229,VINTAGE DONKEY TAIL GAME ,6,9/13/2011 12:49,3.75,17037.0,United Kingdom
562560,21843,RED RETROSPOT CAKE STAND,2,8/5/2011 17:12,10.95,14156.0,EIRE
536981,M,Manual,2,12/3/2010 14:26,0.85,14723.0,United Kingdom
541830,85168B,BLACK BAROQUE CARRIAGE CLOCK,1,1/21/2011 17:09,8.29,,United Kingdom
542542,22194,BLACK DINER WALL CLOCK,2,1/28/2011 14:37,8.5,12431.0,Australia
562553,84879,ASSORTED COLOUR BIRD ORNAMENT,16,8/5/2011 16:34,1.69,,United Kingdom
561325,21094,SET/6 RED SPOTTY PAPER PLATES,10,7/26/2011 13:46,0.85,17596.0,United Kingdom
539502,21165,BEWARE OF THE CAT METAL SIGN ,6,12/20/2010 11:14,1.69,14099.0,United Kingdom
560265,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,7/17/2011 13:48,1.25,17863.0,United Kingdom
558637,22713,CARD I LOVE LONDON ,12,6/30/2011 20:08,0.42,17891.0,United Kingdom
550512,22789,T-LIGHT HOLDER SWEETHEART HANGING,2,4/18/2011 16:31,1.95,18069.0,United Kingdom
538145,84916,HAND TOWEL PALE BLUE W FLOWERS,2,12/9/2010 16:08,5.95,15211.0,United Kingdom
580637,23322,LARGE WHITE HEART OF WICKER,3,12/5/2011 12:40,2.95,15033.0,United Kingdom
553166,22485,SET OF 2 WOODEN MARKET CRATES,4,5/13/2011 16:14,12.75,17655.0,United Kingdom
C551196,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,-3,4/27/2011 11:26,2.95,17069.0,United Kingdom
571705,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,10/18/2011 15:22,0.85,12360.0,Austria
563897,22619,SET OF 6 SOLDIER SKITTLES,4,8/21/2011 10:44,3.75,12523.0,France
559359,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,7/7/2011 19:18,1.25,14702.0,United Kingdom
571280,21987,PACK OF 6 SKULL PAPER CUPS,3,10/16/2011 13:08,0.65,18122.0,United Kingdom
537648,84006,MAGIC TREE -PAPER FLOWERS,12,12/7/2010 15:48,0.85,12839.0,United Kingdom
540458,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,1/7/2011 12:28,3.75,12501.0,Germany
557956,85099B,JUMBO BAG RED RETROSPOT,2,6/23/2011 19:20,2.08,18283.0,United Kingdom
562024,15056N,EDWARDIAN PARASOL NATURAL,1,8/1/2011 16:07,12.46,,United Kingdom
571682,82551,LAUNDRY 15C METAL SIGN,1,10/18/2011 14:00,1.45,14179.0,United Kingdom
573576,21907,I'M ON HOLIDAY METAL SIGN,1,10/31/2011 14:09,4.13,14096.0,United Kingdom
546414,22485,SET OF 2 WOODEN MARKET CRATES,1,3/13/2011 10:25,12.75,16768.0,United Kingdom
552710,22740,POLKADOT PEN,48,5/11/2011 7:35,0.85,13098.0,United Kingdom
575482,47504K,ENGLISH ROSE GARDEN SECATEURS,4,11/9/2011 16:33,0.79,15916.0,United Kingdom
555406,23145,ZINC T-LIGHT HOLDER STAR LARGE,6,6/2/2011 19:50,0.95,17231.0,United Kingdom
560856,16161P,WRAP ENGLISH ROSE ,25,7/21/2011 13:06,0.42,16607.0,United Kingdom
560260,23293,SET OF 12 FAIRY CAKE BAKING CASES,2,7/17/2011 13:32,0.83,14044.0,United Kingdom
564760,21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,1,8/30/2011 10:47,2.46,,United Kingdom
572280,23470,CARD HOLDER LOVE BIRD LARGE ,3,10/23/2011 11:05,6.25,16007.0,United Kingdom
572897,21232,STRAWBERRY CERAMIC TRINKET POT,4,10/26/2011 14:42,2.46,,United Kingdom
579516,22553,PLASTERS IN TIN SKULLS,2,11/29/2011 17:52,1.65,17841.0,United Kingdom
575602,20713,JUMBO BAG OWLS,1,11/10/2011 12:27,2.08,17059.0,United Kingdom
580903,22190,LOCAL CAFE MUG,1,12/6/2011 12:56,0.39,14606.0,United Kingdom
539050,85116,BLACK CANDELABRA T-LIGHT HOLDER,3,12/15/2010 16:21,2.1,12577.0,France
567618,21915,RED  HARMONICA IN BOX ,12,9/21/2011 12:26,1.25,12721.0,France
572460,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,10/24/2011 12:54,0.85,17001.0,United Kingdom
579116,23350,ROLL WRAP VINTAGE SPOT ,1,11/28/2011 11:54,1.25,17346.0,United Kingdom
550278,22417,PACK OF 60 SPACEBOY CAKE CASES,5,4/15/2011 13:15,2.08,,United Kingdom
544470,22971,QUEENS GUARD COFFEE MUG,6,2/21/2011 8:38,2.55,12707.0,France
549579,22156,HEART DECORATION WITH PEARLS ,12,4/11/2011 9:18,0.85,15780.0,United Kingdom
581439,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1,12/8/2011 16:30,3.29,,United Kingdom
576837,23318,BOX OF 6 MINI VINTAGE CRACKERS,4,11/16/2011 15:16,4.96,,United Kingdom
577057,85035C,ROSE 3 WICK MORRIS BOX CANDLE,1,11/17/2011 14:26,1.25,12748.0,United Kingdom
542898,22796,PHOTO FRAME 3 CLASSIC HANGING,1,2/1/2011 14:01,9.95,16110.0,United Kingdom
565150,46118,FUNKY MONKEY CUSHION COVER,24,9/1/2011 14:26,0.85,14298.0,United Kingdom
579002,21889,WOODEN BOX OF DOMINOES,3,11/27/2011 16:27,1.25,14093.0,United Kingdom
560434,84920,PINK FLOWER FABRIC PONY,4,7/18/2011 15:56,3.29,,United Kingdom
562688,22745,POPPY'S PLAYHOUSE BEDROOM ,3,8/8/2011 13:53,2.1,13869.0,United Kingdom
540681,85049H,URBAN BLACK RIBBONS ,2,1/10/2011 16:25,0.85,,United Kingdom
571712,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,10/18/2011 16:46,4.25,14056.0,United Kingdom
567683,23341,PINK DINER WALL CLOCK,2,9/21/2011 16:31,8.5,13704.0,United Kingdom
536741,72127,COLUMBIAN CANDLE ROUND ,6,12/2/2010 13:11,1.25,13117.0,United Kingdom
539458,21822,GLITTER CHRISTMAS TREE WITH BELLS,1,12/17/2010 17:30,1.95,,United Kingdom
561514,22969,HOMEMADE JAM SCENTED CANDLES,12,7/27/2011 15:14,1.45,14331.0,United Kingdom
578939,23247,BISCUIT TIN 50'S CHRISTMAS,1,11/27/2011 13:14,2.89,17068.0,United Kingdom
543532,20713,JUMBO BAG OWLS,3,2/9/2011 12:59,4.13,,United Kingdom
567718,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,9/22/2011 10:26,0.85,17730.0,United Kingdom
575138,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,7,11/8/2011 15:24,5.79,,United Kingdom
548359,15036,ASSORTED COLOURS SILK FAN,600,3/30/2011 15:31,0.72,14828.0,United Kingdom
538313,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,12/10/2010 13:50,1.25,15514.0,United Kingdom
542520,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,1/28/2011 12:21,0.85,15547.0,United Kingdom
570492,23301,GARDENERS KNEELING PAD KEEP CALM ,12,10/11/2011 8:23,1.65,14194.0,United Kingdom
579559,21810,CHRISTMAS HANGING STAR WITH BELL,3,11/30/2011 11:30,0.39,16764.0,United Kingdom
579440,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,11/29/2011 13:32,4.95,14388.0,United Kingdom
579167,21015,DARK BIRD HOUSE TREE DECORATION,3,11/28/2011 14:06,0.29,16800.0,United Kingdom
563376,23199,JUMBO BAG APPLES,5,8/16/2011 10:36,2.08,15752.0,United Kingdom
544087,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,2,2/15/2011 17:02,1.25,17530.0,United Kingdom
575484,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,11/9/2011 17:02,4.95,16670.0,United Kingdom
579174,23198,PANTRY MAGNETIC  SHOPPING LIST,12,11/28/2011 14:39,1.45,13266.0,United Kingdom
548504,21786,POLKADOT RAIN HAT ,1,3/31/2011 14:33,0.79,,United Kingdom
553017,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,5,5/12/2011 19:01,4.95,12757.0,Portugal
C573759,23293,SET OF 12 FAIRY CAKE BAKING CASES,-8,11/1/2011 9:51,0.83,17193.0,United Kingdom
579491,21818,GLITTER HEART DECORATION,3,11/29/2011 15:23,0.39,14723.0,United Kingdom
567473,22467,GUMBALL COAT RACK,2,9/20/2011 12:50,2.55,17841.0,United Kingdom
540099,85099B,JUMBO BAG RED RETROSPOT,13,1/4/2011 16:41,1.95,15808.0,United Kingdom
537854,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,24,12/8/2010 15:58,2.55,13984.0,United Kingdom
551548,21090,SET/6 COLLAGE PAPER PLATES,12,5/3/2011 9:44,0.39,14149.0,United Kingdom
548714,21914,BLUE HARMONICA IN BOX ,1,4/3/2011 15:07,1.25,17337.0,United Kingdom
557846,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3,6/23/2011 10:44,1.65,17365.0,United Kingdom
561515,90039B,FIRE POLISHED GLASS BRACELET MONTAN,1,7/27/2011 15:16,3.73,,United Kingdom
556538,23301,GARDENERS KNEELING PAD KEEP CALM ,24,6/13/2011 12:42,1.65,15845.0,United Kingdom
572912,84946,ANTIQUE SILVER T-LIGHT GLASS,2,10/26/2011 16:07,1.25,16915.0,United Kingdom
581217,23289,DOLLY GIRL CHILDRENS BOWL,2,12/8/2011 9:20,2.46,,United Kingdom
574749,23571,TRADITIONAL NAUGHTS & CROSSES,12,11/7/2011 8:54,1.65,15150.0,United Kingdom
570093,22998,TRAVEL CARD WALLET KEEP CALM,1,10/7/2011 11:55,0.42,18096.0,United Kingdom
542401,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,1/27/2011 15:51,2.95,14541.0,United Kingdom
581147,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,3,12/7/2011 14:01,0.29,16426.0,United Kingdom
561383,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,7/27/2011 8:35,0.42,13730.0,United Kingdom
575477,22384,LUNCH BAG PINK POLKADOT,1,11/9/2011 16:14,4.13,,United Kingdom
550144,22084,PAPER CHAIN KIT EMPIRE,2,4/14/2011 14:14,2.95,16520.0,United Kingdom
575076,21877,HOME SWEET HOME MUG,12,11/8/2011 13:20,1.65,16639.0,United Kingdom
561209,23089,GLASS BON BON JAR,1,7/25/2011 16:57,3.29,,United Kingdom
575602,23582,VINTAGE DOILY JUMBO BAG RED ,2,11/10/2011 12:27,2.08,17059.0,United Kingdom
571257,21804,WHITE CHRISTMAS GARLAND STARS TREES,1,10/14/2011 17:17,3.29,,United Kingdom
543358,22501,PICNIC BASKET WICKER LARGE,1,2/7/2011 14:04,20.79,,United Kingdom
567793,22697,GREEN REGENCY TEACUP AND SAUCER,6,9/22/2011 11:40,2.95,12657.0,France
577595,82580,BATHROOM METAL SIGN,1,11/20/2011 16:12,0.55,16399.0,United Kingdom
539728,22522,CHILDS GARDEN FORK BLUE ,12,12/21/2010 14:26,0.85,16270.0,United Kingdom
538689,21876,POTTERING MUG,36,12/14/2010 9:52,0.42,13050.0,United Kingdom
543040,82578,KITCHEN METAL SIGN,1,2/2/2011 17:06,0.55,17337.0,United Kingdom
556932,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,6/15/2011 15:41,2.46,,United Kingdom
556910,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,6/15/2011 13:25,1.25,12748.0,United Kingdom
575957,84580,MOUSE TOY WITH PINK T-SHIRT,1,11/13/2011 12:19,3.75,13170.0,United Kingdom
536544,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,8,12/1/2010 14:32,0.85,,United Kingdom
560537,20724,RED RETROSPOT CHARLOTTE BAG,10,7/19/2011 12:19,0.85,17779.0,United Kingdom
539561,40016,CHINESE DRAGON PAPER LANTERNS,48,12/20/2010 11:41,0.42,16422.0,United Kingdom
542399,20782,CAMOUFLAGE EAR MUFF HEADPHONES,1,1/27/2011 15:38,5.49,15549.0,United Kingdom
539434,21231,SWEETHEART CERAMIC TRINKET BOX,1,12/17/2010 14:41,2.51,,United Kingdom
545150,85099B,JUMBO BAG RED RETROSPOT,10,2/28/2011 12:27,1.95,14227.0,United Kingdom
573585,22153,ANGEL DECORATION STARS ON DRESS,1,10/31/2011 14:41,0.83,,United Kingdom
580136,22379,RECYCLING BAG RETROSPOT ,1,12/1/2011 19:42,2.1,17841.0,United Kingdom
557119,21935,SUKI  SHOULDER BAG,10,6/16/2011 17:08,1.65,17416.0,United Kingdom
543826,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,2/14/2011 9:41,8.29,,United Kingdom
576364,21901,"KEY FOB , BACK DOOR ",2,11/14/2011 17:40,0.65,15009.0,United Kingdom
557878,22382,LUNCH BAG SPACEBOY DESIGN ,6,6/23/2011 13:13,1.65,16940.0,United Kingdom
541810,22383,LUNCH BAG SUKI  DESIGN ,2,1/21/2011 15:00,4.96,,United Kingdom
572848,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,10/26/2011 12:19,1.25,16188.0,United Kingdom
573601,22094,RED RETROSPOT TISSUE BOX,1,10/31/2011 15:24,2.46,,United Kingdom
575930,22110,BIRD HOUSE HOT WATER BOTTLE,2,11/11/2011 17:58,5.79,,United Kingdom
553390,22613,PACK OF 20 SPACEBOY NAPKINS,1,5/16/2011 16:41,0.85,17841.0,United Kingdom
570197,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,10/7/2011 15:45,0.83,13755.0,United Kingdom
539453,85135C,RED DRAGONFLY HELICOPTER,3,12/17/2010 17:08,8.47,,United Kingdom
564640,35970,ZINC FOLKART SLEIGH BELLS,12,8/26/2011 13:00,1.69,14837.0,United Kingdom
581146,23497,CLASSIC CHROME BICYCLE BELL ,6,12/7/2011 13:53,1.45,17602.0,United Kingdom
577319,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,11/18/2011 13:43,1.25,17301.0,United Kingdom
573879,22632,HAND WARMER RED RETROSPOT,2,11/1/2011 13:21,2.1,15039.0,United Kingdom
562024,23289,DOLLY GIRL CHILDRENS BOWL,2,8/1/2011 16:07,2.46,,United Kingdom
560989,21122,SET/10 PINK POLKADOT PARTY CANDLES,12,7/22/2011 13:20,1.25,15704.0,United Kingdom
545232,21621,VINTAGE UNION JACK BUNTING,2,3/1/2011 10:19,8.5,15676.0,United Kingdom
559038,20675,BLUE POLKADOT BOWL,4,7/5/2011 15:31,2.46,,United Kingdom
565756,21169,YOU'RE CONFUSING ME METAL SIGN ,36,9/6/2011 13:20,1.69,18230.0,United Kingdom
556459,21084,SET/6 COLLAGE PAPER CUPS,3,6/10/2011 17:25,0.83,,United Kingdom
552045,22077,6 RIBBONS RUSTIC CHARM,12,5/6/2011 9:22,1.65,18241.0,United Kingdom
563924,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1,8/21/2011 14:32,2.55,15984.0,United Kingdom
575939,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,11/13/2011 11:37,0.85,13004.0,United Kingdom
